time,temperature_2m (°C),relative_humidity_2m (%),rain (mm),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_gusts_10m (km/h),dew_point_2m (°C)
2025-04-17 14:00,9.3,47,0,13.4,19.2,33.1,-1.4
2025-04-17 15:00,10.5,46,0,13.2,18.7,32.8,-0.6
2025-04-17 16:00,11.7,45,0,14.4,20.7,35.6,0
2025-04-17 17:00,12.9,41,0,14.6,20.9,36.4,-0.2
2025-04-17 18:00,13.9,38,0,14.9,21.3,36.4,-0.2
2025-04-17 19:00,14.7,35,0,16,23.1,37.8,-0.5
2025-04-17 20:00,15.1,35,0,16.1,23.4,38.2,-0.4
2025-04-17 21:00,15.2,35,0,14.5,21.4,37.1,-0.3
2025-04-17 22:00,15.1,36,0,10.4,17.1,32,-0.1
2025-04-17 23:00,13.1,53,0,4.8,13.2,21.6,3.8
2025-04-18 0:00,10.5,61,0,4,11.6,8.3,3.2
2025-04-18 1:00,10.1,55,0,7.1,19.9,15.8,1.4
2025-04-18 2:00,8.7,61,0,6.1,17.4,12.2,1.7
2025-04-18 3:00,7.3,68,0,5.2,13.6,10.1,1.9
2025-04-18 4:00,6.3,70,0,5.4,13.7,9,1.2
2025-04-18 5:00,5.5,71,0,3.2,11.4,8.6,0.6
2025-04-18 6:00,4.7,74,0,2.1,9.2,4.7,0.4
2025-04-18 7:00,3.8,78,0,2.3,8.6,3.6,0.3
2025-04-18 8:00,3.1,80,0,4.3,10.6,6.1,0.1
2025-04-18 9:00,2.8,80,0,5.2,14.4,8.3,-0.3
2025-04-18 10:00,2.5,79,0,4.9,13.7,7.6,-0.8
2025-04-18 11:00,3.5,77,0,4.3,13.7,7.9,-0.1
2025-04-18 12:00,6.5,69,0,4.3,12.2,11.2,1.3
2025-04-18 13:00,10.1,60,0,2.9,11.3,11.5,2.8
2025-04-18 14:00,13.4,52,0,5.8,9.5,17.6,3.7
2025-04-18 15:00,16.7,41,0,11,16.4,26.3,3.3
2025-04-18 16:00,18.9,36,0,15.7,23.5,36.4,3.3
2025-04-18 17:00,20.2,37,0,17.1,25.5,39.2,5.2
2025-04-18 18:00,21,37,0,19.2,28.9,42.8,5.8
2025-04-18 19:00,21.4,35,0,19.9,30.4,43.6,5.4
2025-04-18 20:00,21.1,37,0,20.6,32.3,43.9,5.7
2025-04-18 21:00,20.3,43,0,20.4,32.4,45,7.2
2025-04-18 22:00,18.5,49,0,17.5,30.7,43.2,7.8
2025-04-18 23:00,16.8,55,0,18.4,33.6,37.1,7.8
2025-04-19 0:00,15.8,61,0,12.3,26.1,39.2,8.4
2025-04-19 1:00,16.4,60,0,17,34,32.8,8.5
2025-04-19 2:00,16.5,62,0,16.7,34,36,9.1
2025-04-19 3:00,16.5,63,0,16.3,33.6,33.5,9.5
2025-04-19 4:00,16.7,64,0,15.3,32,33.8,9.9
2025-04-19 5:00,16.7,65,0,13.4,29.3,30.2,10.2
2025-04-19 6:00,16.4,68,0,12.4,27.4,26.3,10.4
2025-04-19 7:00,15.6,72,0,11,25.7,23.8,10.6
2025-04-19 8:00,15.9,71,0,12.5,28.2,24.5,10.6
2025-04-19 9:00,16.1,70,0,13.6,29.6,25.9,10.8
2025-04-19 10:00,16.1,72,0,11.5,26.9,29.2,11.1
2025-04-19 11:00,16.2,72,0,13.2,28.8,24.8,11.1
2025-04-19 12:00,18,68,0,14.5,27,29.2,11.9
2025-04-19 13:00,18.5,68,0,11.2,22.1,23,12.4
2025-04-19 14:00,19.5,67,0,9.6,21.7,23.8,13.2
2025-04-19 15:00,20.8,63,0,9,16.2,19.4,13.4
2025-04-19 16:00,22.5,57,0,12.9,19,28.1,13.6
2025-04-19 17:00,25.4,51,0,17.4,26.3,38.5,14.4
2025-04-19 18:00,26.2,48,0,19.6,30.2,42.8,14.3
2025-04-19 19:00,26.2,48,0,20.5,31.8,43.9,14.3
2025-04-19 20:00,26.4,47,0,22.5,35.3,48.6,14.2
2025-04-19 21:00,26.2,50,0,22.1,35.5,48.2,15.1
2025-04-19 22:00,25.6,53,0,21.4,37.3,46.1,15.2
2025-04-19 23:00,24.5,56,0,20.3,36.8,44.6,15.1
2025-04-20 0:00,23.8,57,0,19.5,37.2,41.8,14.8
2025-04-20 1:00,23.4,57,0,18,35,37.8,14.4
2025-04-20 2:00,22.6,61,0,14.9,30.7,36.4,14.8
2025-04-20 3:00,22,63,0,14.9,31,29.9,14.8
2025-04-20 4:00,21.1,67,0,12.2,27,29.9,14.8
2025-04-20 5:00,20.4,70,0,12.8,28.2,24.5,14.7
2025-04-20 6:00,20,69,0,16,31.5,31,14.1
2025-04-20 7:00,19.2,68,0,13.4,26.9,32.4,13.3
2025-04-20 8:00,17.9,74,0,15.7,29.6,30.2,13.1
2025-04-20 9:00,15.6,70,0,16.6,29.4,36.4,10.1
2025-04-20 10:00,13.9,66,0,15,27.8,35.3,7.6
2025-04-20 11:00,12.6,60,0,16.7,29.3,35.3,5.1
2025-04-20 12:00,11.6,54,0,17.8,27.8,38.2,2.5
2025-04-20 13:00,14.1,46,0,19.2,29.5,43.6,2.8
2025-04-20 14:00,14.1,45,0,17.8,26.7,42.1,2.2
2025-04-20 15:00,15.4,42,0,17.3,25.2,40.7,2.7
2025-04-20 16:00,16.5,38,0,18.2,26.5,43.2,2.1
2025-04-20 17:00,17.5,33,0,18.8,27.2,44.3,1.2
2025-04-20 18:00,18.1,31,0,18.3,26.4,44.3,0.9
2025-04-20 19:00,18.4,31,0,17,24.8,43.2,0.7
2025-04-20 20:00,18.5,30,0,15.6,22.8,40.3,0.7
2025-04-20 21:00,18.2,30,0,13.6,19.7,36.7,0.2
2025-04-20 22:00,17.5,31,0,12.1,17.9,31.3,0.3
2025-04-20 23:00,16,37,0,8.7,16.7,26.6,1.4
2025-04-21 0:00,13.9,46,0,7,18,17.6,2.5
2025-04-21 1:00,13.4,50,0,6.1,17.9,10.4,3.2
2025-04-21 2:00,12.6,47,0,7.4,20.9,13.3,1.5
2025-04-21 3:00,11.4,47,0,7.6,20.1,13.3,0.6
2025-04-21 4:00,10.7,49,0,9.3,22.7,16.9,0.3
2025-04-21 5:00,9.9,48,0,10,23.8,19.1,-0.6
2025-04-21 6:00,9.3,49,0,8.9,21.7,19.1,-0.8
2025-04-21 7:00,8.9,55,0,7.5,19.4,16.9,0.3
2025-04-21 8:00,8.4,59,0,7.4,18.7,14,0.9
2025-04-21 9:00,8.4,60,0,7.4,18.1,13.7,1
2025-04-21 10:00,8.1,60,0,7.2,17.8,14.4,0.8
2025-04-21 11:00,8.5,57,0,9.5,19.9,18.4,0.3
2025-04-21 12:00,9.5,51,0,9.4,15.7,20.2,-0.2
2025-04-21 13:00,10.9,44,0,10,15.5,22.7,-0.7
2025-04-21 14:00,11.9,44,0,11.7,17.5,26.6,0
2025-04-21 15:00,12.6,43,0,13.5,19.9,31.3,0.3
2025-04-21 16:00,13.8,40,0,13.7,19.9,32.4,0.3
2025-04-21 17:00,15.5,35,0,14.1,20.2,34.9,0
2025-04-21 18:00,16.1,33,0,13.3,19.1,34.2,0
2025-04-21 19:00,16,35,0,14.4,21.2,33.1,0.3
2025-04-21 20:00,16.9,33,0,15.3,22.7,35.3,0.3
2025-04-21 21:00,16,35,0,15.2,22.8,34.9,0.7
2025-04-21 22:00,14.9,43,0,13,20.3,33.5,2.3
2025-04-21 23:00,14.4,50,0,10.1,17.2,27.7,4.1
2025-04-22 0:00,13.8,58,0.1,11.7,20,23.4,5.8
2025-04-22 1:00,12.8,63,0.3,8.9,16.8,17.6,5.8
2025-04-22 2:00,13.2,67,0,10.1,19.4,19.8,7.3
2025-04-22 3:00,13.6,77,0,9,18.9,19.8,9.6
2025-04-22 4:00,13.4,86,0.1,5.2,16.4,17.3,11.2
2025-04-22 5:00,14.4,88,0.1,7.9,18.9,14.4,12.5
2025-04-22 6:00,13.9,92,0,6.3,18.5,14.4,12.6
2025-04-22 7:00,13.5,93,0,6.4,18.3,10.4,12.4
2025-04-22 8:00,12.8,94,0,5.9,17.8,11.2,11.9
2025-04-22 9:00,12.1,95,0,6.1,17.9,10.1,11.4
2025-04-22 10:00,12.1,96,0,6.1,18.2,11.5,11.5
2025-04-22 11:00,12.6,96,0,7.2,16.3,11.2,12.1
2025-04-22 12:00,14.7,91,0,6.6,17.3,15.8,13.2
2025-04-22 13:00,16.1,82,0,6.3,12.9,17.6,13.1
2025-04-22 14:00,19.8,68,0,7,10.1,20.2,13.7
2025-04-22 15:00,22.5,52,0,13.1,18.8,31.7,12.1
2025-04-22 16:00,23.8,44,0,15.5,22.2,38.5,10.6
2025-04-22 17:00,25.2,36,0,15.3,21.8,38.2,9.1
2025-04-22 18:00,26,33,0,14.7,20.6,38.2,8.3
2025-04-22 19:00,26.5,29,0,14.8,20.5,36.7,6.9
2025-04-22 20:00,26.5,27,0,15.8,22.2,37.8,5.8
2025-04-22 21:00,25.8,27,0,16.5,23.5,37.8,5.3
2025-04-22 22:00,24.5,27,0,16.6,24.9,37.8,4.1
2025-04-22 23:00,22.7,30,0,15.2,26.2,36.7,4.1
2025-04-23 0:00,20.5,34,0,13.8,27.9,31.3,4.2
2025-04-23 1:00,19.9,34,0,13.7,28.9,27.4,3.5
2025-04-23 2:00,19,37,0,12.2,27,27.4,3.8
2025-04-23 3:00,17.8,41,0,11.3,25.2,23.4,4.3
2025-04-23 4:00,16.4,47,0,9.4,21.8,21.6,4.9
2025-04-23 5:00,15.2,49,0,14.2,28.9,27,4.5
2025-04-23 6:00,13.8,52,0,14.2,27.9,29.9,4.1
2025-04-23 7:00,12.6,54,0,11.5,24,28.1,3.6
2025-04-23 8:00,11.7,55,0,10.8,22.7,22.7,3
2025-04-23 9:00,10.9,57,0,8.5,19.8,20.9,2.7
2025-04-23 10:00,10.1,60,0,6.7,17.1,15.8,2.6
2025-04-23 11:00,10.3,59,0,6.6,14.8,12.6,2.6
2025-04-23 12:00,12,52,0,5.8,9.9,15.8,2.3
2025-04-23 13:00,15.5,37,0,8.6,12.5,23,0.8
2025-04-23 14:00,17.5,29,0,9,12.7,26.3,-0.6
2025-04-23 15:00,19.2,27,0,5.6,7.7,25.9,-0.4
2025-04-23 16:00,21,24,0,3.5,4.5,20.9,-0.1
2025-04-23 17:00,22.3,24,0,4.3,5.4,19.8,0.6
2025-04-23 18:00,23.2,25,0,6.8,8.9,24.1,2.2
2025-04-23 19:00,23.6,27,0,8.7,11.2,26.6,3.8
2025-04-23 20:00,24,28,0,9.2,12.6,28.1,4.2
2025-04-23 21:00,24.9,25,0,9.7,12.7,26.6,3.5
2025-04-23 22:00,24.3,25,0,12.7,18,31.3,3
2025-04-23 23:00,22.5,32,0,9.3,14.7,29.2,5.1
2025-04-24 0:00,20.5,38,0,4.3,11.2,18.7,5.6
2025-04-24 1:00,20.4,30,0,5.2,11.3,9,2
2025-04-24 2:00,18.7,34,0,2.6,9.4,8.6,2.5
2025-04-24 3:00,17.6,36,0,7,16.3,13,2.2
2025-04-24 4:00,16.5,40,0,6.1,17.2,14.4,3
2025-04-24 5:00,15.6,43,0,6.2,17.2,10.8,2.9
2025-04-24 6:00,14.4,45,0,5.2,15.5,10.8,2.7
2025-04-24 7:00,13.6,47,0,5.2,15,9,2.5
2025-04-24 8:00,12.5,53,0,3.7,10.8,8.6,3
2025-04-24 9:00,11.8,60,0,1.1,4.4,5.8,4.2
2025-04-24 10:00,11.1,64,0,1.3,5.1,1.8,4.5
2025-04-24 11:00,11.9,64,0,4.8,9.4,6.1,5.4
2025-04-24 12:00,14.6,56,0,3.7,10.1,11.5,5.9
2025-04-24 13:00,17.4,48,0,3.3,5.2,14,6.2
2025-04-24 14:00,20.4,39,0,2.2,3.1,14.4,5.8
2025-04-24 15:00,23,31,0,2,2.6,14.4,5.2
2025-04-24 16:00,25.3,26,0,5.7,8,20.9,4.4
2025-04-24 17:00,27.2,21,0,11.3,15.7,29.9,3
2025-04-24 18:00,28,19,0,15.8,22,38.9,2.3
2025-04-24 19:00,28.4,20,0,15.2,21.4,39.2,3.1
2025-04-24 20:00,28.6,20,0,15.7,22,37.4,3.3
2025-04-24 21:00,27.9,21,0,16.2,23.4,38.2,3.4
2025-04-24 22:00,26.9,22,0,16.4,24.9,37.1,3.6
2025-04-24 23:00,25.2,27,0,16.5,27.4,36,4.8
2025-04-25 0:00,23,31,0,18.4,32.2,37.8,4.9
2025-04-25 1:00,21.4,32,0,15.5,28.7,32,4.2
2025-04-25 2:00,19.9,27,0,12.9,25.7,31,0.3
2025-04-25 3:00,18.5,29,0,11.7,24.1,25.2,-0.1
2025-04-25 4:00,17.5,31,0,11.4,24.3,22.7,0.2
2025-04-25 5:00,16.5,34,0,10.6,23.1,22,0.4
2025-04-25 6:00,15.7,37,0,9.8,22.2,19.8,1
2025-04-25 7:00,15,42,0,9.1,21.4,18,2.3
2025-04-25 8:00,14.3,50,0,8.9,21,16.6,4.1
2025-04-25 9:00,13.7,59,0,8.8,21,16.6,5.8
2025-04-25 10:00,13.3,66,0,7.9,19.5,16.2,7.1
2025-04-25 11:00,13.8,68,0,8,17.1,14.4,7.9
2025-04-25 12:00,15.4,63,0,6,13.5,15.1,8.4
2025-04-25 13:00,17,60,0,6,9.4,17.3,9.1
2025-04-25 14:00,19.2,54,0,8.2,11.9,22.3,9.8
2025-04-25 15:00,21.5,48,0,9.7,14.1,25.9,10.1
2025-04-25 16:00,23.8,38,0,11.3,16.3,29.9,8.6
2025-04-25 17:00,25.5,30,0,12.6,18.1,32.8,6.8
2025-04-25 18:00,26.5,26,0,12.7,18.2,32.8,5.4
2025-04-25 19:00,26.9,25,0,14.4,20.6,34.9,5
2025-04-25 20:00,27.2,25,0,14.3,20.6,35.6,5.5
2025-04-25 21:00,27.1,26,0,15.3,22.4,35.6,5.8
2025-04-25 22:00,25.9,29,0,17,25.9,37.1,6.7
2025-04-25 23:00,23.9,39,0,18,29.8,38.5,9.1
2025-04-26 0:00,21.7,47,0,16.4,29,37.4,9.9
2025-04-26 1:00,19.2,58,0.8,16.2,28.3,34.2,10.9
2025-04-26 2:00,19.1,61,0,14.7,25.8,31.7,11.4
2025-04-26 3:00,18.5,72,0,13.9,25.9,29.5,13.4
2025-04-26 4:00,18.4,76,0,13,22.7,28.4,14.1
2025-04-26 5:00,17.8,80,0.1,11.7,21.8,27,14.2
2025-04-26 6:00,17.1,85,0.4,12.2,22.6,23.4,14.6
2025-04-26 7:00,17,85,0.2,12.6,23.4,25.6,14.4
2025-04-26 8:00,16.6,90,0.6,14.4,27.2,26.6,15
2025-04-26 9:00,17,90,0.2,17.1,31,33.1,15.4
2025-04-26 10:00,16.9,93,1.4,18,32.1,33.8,15.7
2025-04-26 11:00,17,94,0.2,17.6,31.2,34.6,16.1
2025-04-26 12:00,17.5,93,0,17.7,30.8,34.6,16.4
2025-04-26 13:00,19.5,87,0.2,16.8,27.4,37.1,17.4
2025-04-26 14:00,20.5,85,1,16.7,27.5,34.6,17.8
2025-04-26 15:00,21,81,0.6,21,33.9,41,17.7
2025-04-26 16:00,21.3,82,0.7,20.6,32.4,47.2,18.1
2025-04-26 17:00,21.9,76,3.6,25.2,38.1,59.8,17.4
2025-04-26 18:00,20.5,86,1.8,17,27.3,51.1,18.1
2025-04-26 19:00,21,83,0.3,18.3,29.3,40.3,18
2025-04-26 20:00,20.4,84,0.2,18,28.8,40.7,17.6
2025-04-26 21:00,20.4,86,3.3,15.7,24.8,37.8,18
2025-04-26 22:00,19.7,88,2.9,18.1,29.9,35.3,17.7
2025-04-26 23:00,18.8,91,1.5,16.4,28.4,36.4,17.2
2025-04-27 0:00,17.7,75,0,19.9,36.4,38.2,13.2
2025-04-27 1:00,17.7,54,0,23.7,42.2,50,8.1
2025-04-27 2:00,15.8,55,0,18.8,33.7,48.6,6.7
2025-04-27 3:00,14.1,60,0,18,31.5,38.5,6.3
2025-04-27 4:00,11.6,60,0,20.3,34.9,42.5,4.1
2025-04-27 5:00,10.2,61,0,19.7,34.8,42.8,3
2025-04-27 6:00,9.9,61,0,13.4,24.8,40.7,2.8
2025-04-27 7:00,9.4,59,0,14.4,26.4,30.2,1.8
2025-04-27 8:00,8.8,58,0,15.7,28.3,33.1,1
2025-04-27 9:00,8.3,61,0,13.8,25.6,33.5,1.3
2025-04-27 10:00,8.3,62,0,15.7,27.9,32.4,1.5
2025-04-27 11:00,8.8,61,0,18,30.8,39.6,1.6
2025-04-27 12:00,10,56,0,18.4,29.1,38.9,1.7
2025-04-27 13:00,10.9,52,0.1,23.7,37.1,54.4,1.4
2025-04-27 14:00,12.1,46,0,32.1,48.9,65.9,0.9
2025-04-27 15:00,12.5,47,0,32,48.2,68.4,1.4
2025-04-27 16:00,13.1,47,0,32.7,49.2,70.6,2.2
2025-04-27 17:00,13.1,48,0,30.7,46.2,70.2,2.3
2025-04-27 18:00,13.4,46,0,31.4,47.6,69.8,2.1
2025-04-27 19:00,15.2,41,0,32.3,48.8,70.9,2.1
2025-04-27 20:00,15.8,40,0,30.8,47.7,69.8,2.2
2025-04-27 21:00,15.3,43,0,29.5,45.5,69.5,2.7
2025-04-27 22:00,16,39,0,26.8,42.3,63,2.2
2025-04-27 23:00,14.9,44,0,18.1,31,55.1,2.8
2025-04-28 0:00,13.4,49,0,12.2,24.7,37.4,3
2025-04-28 1:00,12.6,52,0,9.3,22.6,27.4,3
2025-04-28 2:00,11.6,57,0,9.9,24,18.7,3.2
2025-04-28 3:00,10.9,56,0,10.8,25.5,20.5,2.5
2025-04-28 4:00,10.2,56,0,11.4,27,22,1.9
2025-04-28 5:00,9.9,55,0,11.5,27.5,22,1.4
2025-04-28 6:00,9.9,54,0,11.8,27.7,23,1
2025-04-28 7:00,9.8,55,0,11.3,27.3,22.3,1.1
2025-04-28 8:00,9.4,57,0,10.1,25.8,21.2,1.2
2025-04-28 9:00,8.8,60,0,8.1,23.3,18.7,1.5
2025-04-28 10:00,8.2,62,0,7.6,22,14.8,1.5
2025-04-28 11:00,9.1,61,0,7.6,19.2,14,1.9
2025-04-28 12:00,11.4,57,0,6.1,16.3,14.8,3.2
2025-04-28 13:00,14.6,52,0,6.8,10.9,18.4,4.8
2025-04-28 14:00,17.5,44,0,6.6,9.4,19.4,5
2025-04-28 15:00,19.4,35,0,5.7,7.7,20.2,3.5
2025-04-28 16:00,20.4,32,0,6,7.8,20.2,3
2025-04-28 17:00,21.1,29,0,7.3,9.3,22.7,2.5
2025-04-28 18:00,21.7,28,0,8.1,10.5,24.1,2.2
2025-04-28 19:00,22.1,25,0,9.1,11.7,25.2,1.3
2025-04-28 20:00,22.3,23,0,8,10.7,25.2,0.4
2025-04-28 21:00,22.3,24,0,7,9.8,22.3,0.9
2025-04-28 22:00,21.8,27,0,6.3,9.2,19.1,1.7
2025-04-28 23:00,20.1,48,0,3.1,8,14.8,8.8
2025-04-29 0:00,18.4,44,0,1.3,7.5,4.7,5.9
2025-04-29 1:00,16.8,43,0,8.3,21.2,13.7,4.1
2025-04-29 2:00,16,44,0,10.9,27,20.5,3.8
2025-04-29 3:00,15.1,47,0,11.1,27.3,20.5,3.8
2025-04-29 4:00,13.9,49,0,10.7,26.1,20.9,3.3
2025-04-29 5:00,12.8,53,0,10.2,25.2,20.2,3.4
2025-04-29 6:00,11.9,59,0,10.1,24.9,19.4,4.1
2025-04-29 7:00,11.1,65,0,8.6,23.1,18.7,4.8
2025-04-29 8:00,10.8,68,0,8.7,23.3,15.8,5
2025-04-29 9:00,10.6,69,0,9.1,23.6,16.6,5.1
2025-04-29 10:00,10.2,68,0,8.6,23.2,16.6,4.7
2025-04-29 11:00,11.1,63,0,9.1,21.7,16.6,4.4
2025-04-29 12:00,13.4,56,0,8,20.2,17.6,4.8
2025-04-29 13:00,16.2,48,0,11,17.5,25.9,5.2
2025-04-29 14:00,18.6,44,0,13.9,20.9,32.4,5.9
2025-04-29 15:00,21,41,0,15.1,22.6,35.6,7.2
2025-04-29 16:00,23.1,37,0,17.5,25.9,40.3,7.8
2025-04-29 17:00,24.8,35,0,17.8,26.3,41.8,8.4
2025-04-29 18:00,25.9,35,0,17.9,26.6,42.1,9.1
2025-04-29 19:00,26.5,35,0,18.8,27.8,42.8,9.9
2025-04-29 20:00,26.5,37,0,20.4,30.8,45,10.5
2025-04-29 21:00,26,39,0,22,34.3,47.2,10.8
2025-04-29 22:00,24.8,43,0,20.5,34.2,47.5,11.3
2025-04-29 23:00,23.3,48,0,21.1,36,44.6,11.8
2025-04-30 0:00,22,53,0,21.7,38.3,45,11.9
2025-04-30 1:00,21.8,56,0,20.8,37.5,43.9,12.6
2025-04-30 2:00,21.6,56,0,19.9,36.5,42.8,12.4
2025-04-30 3:00,22,55,0,19.4,35.3,40.7,12.5
2025-04-30 4:00,21.3,61,0.1,18,33.5,40,13.4
2025-04-30 5:00,21.2,62,0,18.5,34.7,39.6,13.8
2025-04-30 6:00,20.5,68,0,14.5,29.3,37.4,14.4
2025-04-30 7:00,20.1,72,0,12.5,26,28.8,14.9
2025-04-30 8:00,19.7,75,0,11,23.8,24.5,15.1
2025-04-30 9:00,18.8,80,0,9.4,21.7,21.2,15.1
2025-04-30 10:00,18,85,0,9.3,21.3,18,15.5
2025-04-30 11:00,18.5,84,0,12.4,23.8,24.8,15.8
2025-04-30 12:00,18.1,68,0,14.5,25.4,29.9,12.1
2025-04-30 13:00,21,49,0,17,25.9,37.8,9.9
2025-04-30 14:00,21.2,44,0,18.1,26.4,42.1,8.4
2025-04-30 15:00,21,35,0,17.5,25.1,42.5,5.2
2025-04-30 16:00,21.5,30,0,17,24.1,41.8,3.1
2025-04-30 17:00,21.8,30,0,14.9,21,41.4,3.2
2025-04-30 18:00,22.4,26,0,14,19.7,37.8,2.2
2025-04-30 19:00,22.6,25,0,14.9,20.9,37.4,1.7
2025-04-30 20:00,22.8,23,0,15.7,22.4,38.2,0.7
2025-04-30 21:00,22.5,22,0,14.5,20.9,38.2,-0.1
2025-04-30 22:00,21.7,23,0,13.7,19.7,34.2,-0.2
2025-04-30 23:00,20.2,27,0,11.1,18.3,31,0.7
2025-05-01 0:00,17.8,36,0,8.2,18.9,22.7,2.5
2025-05-01 1:00,16.9,41,0,9,20.8,15.5,3.5
2025-05-01 2:00,15.6,41,0,10.4,23.9,19.4,2.3
2025-05-01 3:00,14.4,43,0,9.4,22.9,19.4,2
2025-05-01 4:00,13.4,46,0,9.3,22.6,18,2
2025-05-01 5:00,12.5,49,0,8.9,21.5,17.6,2
2025-05-01 6:00,11.9,52,0,7.7,19.9,17.3,2.3
2025-05-01 7:00,11.1,58,0,4.8,15,14,3.1
2025-05-01 8:00,10.7,57,0,7.4,18.5,13,2.6
2025-05-01 9:00,10.4,59,0,6.9,18,14,2.7
2025-05-01 10:00,9.9,60,0,6.5,17.4,12.6,2.7
2025-05-01 11:00,10.7,56,0,8.8,17.8,15.8,2.3
2025-05-01 12:00,12.6,47,0,8.1,13.3,20.2,1.6
2025-05-01 13:00,15.2,40,0,7.2,10.4,20.2,1.8
2025-05-01 14:00,17.4,34,0,8.6,12.2,24.5,1.3
2025-05-01 15:00,19.2,30,0,10,14,28.1,1.2
2025-05-01 16:00,20.4,29,0,11.1,15.2,30.2,1.5
2025-05-01 17:00,20.2,33,0,12.8,17.5,32.4,3.3
2025-05-01 18:00,20.6,37,0,14.3,19.9,36,5.3
2025-05-01 19:00,21.1,36,0,15.5,21.9,38.5,5.4
2025-05-01 20:00,21.5,32,0,15.8,22.5,38.9,4.3
2025-05-01 21:00,21.3,32,0,15.9,22.8,38.2,3.8
2025-05-01 22:00,20.4,34,0,15.1,22.4,37.1,3.9
2025-05-01 23:00,18.7,39,0,12.7,20,34.2,4.3
2025-05-02 0:00,16.9,46,0,12.4,20.7,27.7,5.2
2025-05-02 1:00,16,49,0,11.1,18,25.9,5.2
2025-05-02 2:00,15.6,54,0,11.8,19.8,26.3,6.2
2025-05-02 3:00,15.2,59,0,10.5,20.3,25.9,7.3
2025-05-02 4:00,15.6,68,0,9.5,18.4,24.5,9.7
2025-05-02 5:00,16,76,0,8.3,16.8,19.8,11.9
2025-05-02 6:00,15.9,83,0,5.5,14,16.2,13.1
2025-05-02 7:00,15.8,89,0,6.5,16.1,11.2,14.1
2025-05-02 8:00,15.6,92,0,6.7,18.8,12.2,14.3
2025-05-02 9:00,16,90,0,7.4,21.1,13,14.4
2025-05-02 10:00,16.7,88,0,8.5,22.2,15.1,14.7
2025-05-02 11:00,18.1,82,0,9.5,20.6,17.3,15
2025-05-02 12:00,20.6,72,0,7.9,17.8,18,15.4
2025-05-02 13:00,20.4,70,0,7.7,11.8,20.2,14.8
2025-05-02 14:00,21.6,67,0,7.8,11.6,21.2,15.3
2025-05-02 15:00,24.7,56,0,10.2,14.4,26.3,15.4
2025-05-02 16:00,27.1,48,0,13.7,19.7,39.2,15.1
2025-05-02 17:00,28.6,41,0,15.5,22.1,38.9,13.9
2025-05-02 18:00,29.5,35,0,15.6,22.3,40,12.6
2025-05-02 19:00,30,32,0,17.3,24.9,40.7,11.7
2025-05-02 20:00,29.7,30,0,19.9,29.4,43.6,10.4
2025-05-02 21:00,29.8,28,0,18.8,28.6,46.1,9.1
2025-05-02 22:00,29.8,27,0,16.7,26.3,42.8,8.5
2025-05-02 23:00,28.2,30,0,10.9,18.9,35.3,9.1
2025-05-03 0:00,25.4,39,0,7.4,16.2,21.6,10.3
2025-05-03 1:00,23.5,65,0,0.6,3.6,5.8,16.4
2025-05-03 2:00,22.1,65,0,4.4,11.4,7.2,15.2
2025-05-03 3:00,21.4,61,0,6.2,14.1,10.8,13.6
2025-05-03 4:00,20.2,66,0,3.4,8.8,11.9,13.6
2025-05-03 5:00,20,63,0,7.3,17.3,14.8,12.9
2025-05-03 6:00,19.1,72,0,5.5,15.9,13,13.9
2025-05-03 7:00,18,76,0,1.6,6.7,12.6,13.8
2025-05-03 8:00,17.4,79,0,0.2,0.8,3.2,13.7
2025-05-03 9:00,17,80,0,5.3,10.6,7.6,13.6
2025-05-03 10:00,16.6,89,0,4.5,14.4,11.5,14.8
2025-05-03 11:00,18,86,0,6.8,14.8,11.2,15.7
2025-05-03 12:00,20.5,75,0,7.2,14.1,17.6,15.9
2025-05-03 13:00,22.5,68,0,8.9,13.7,24.5,16.4
2025-05-03 14:00,23.9,64,0,8.9,13.2,22.3,16.6
2025-05-03 15:00,26.1,56,0,12,17.7,30.2,16.7
2025-05-03 16:00,26.5,53,0.3,18.6,27.2,50,16
2025-05-03 17:00,28.4,51,0,17.5,26,50.4,17.3
2025-05-03 18:00,25.1,68,6.3,25.9,38.9,57.6,18.8
2025-05-03 19:00,26,54,0,16.3,24.6,53.6,15.9
2025-05-03 20:00,28,49,1.1,15.8,23.1,44.3,16.5
2025-05-03 21:00,26.6,51,0,17.8,27.6,49.7,15.8
2025-05-03 22:00,22.3,73,3.5,19.7,28.6,40.3,17.2
2025-05-03 23:00,19.6,89,1.4,11.5,20.7,39.2,17.8
2025-05-04 0:00,19.4,92,0.1,7.8,17.8,21.2,18
2025-05-04 1:00,22,69,0.5,10,21.9,20.5,16
2025-05-04 2:00,20.1,80,0,4.5,11.1,17.3,16.5
2025-05-04 3:00,19.2,84,0.6,11.4,21.9,35.6,16.5
2025-05-04 4:00,17.9,94,6.4,11.4,20.7,30.2,16.8
2025-05-04 5:00,17.8,95,0,3.1,8.3,28.1,16.9
2025-05-04 6:00,17.1,96,0,1.7,6.1,6.5,16.5
2025-05-04 7:00,17.1,96,0,5.4,12.4,8.6,16.5
2025-05-04 8:00,16.9,92,0,8.6,18,14.8,15.6
2025-05-04 9:00,16.6,90,0,9.2,20.2,16.2,14.9
2025-05-04 10:00,16.5,91,0.1,8.3,19.6,15.8,14.9
2025-05-04 11:00,17.2,90,0,9.7,19.3,16.6,15.6
